sentenceCount,wordCount,spellingErrors,grammarErrors,topicCoherenceScore,avgSentLen,uniqWordCount,fleschReadingEase,CLIndex
10,240,10,11,3992.788330872805,47.7,140,-7.84,9.89
37,326,20,12,5329.9165900491935,16.18918918918919,194,-528.4,11.87
31,274,16,11,4861.593526219308,16.774193548387096,157,68.4,7.95
13,111,19,6,1586.0819475544974,16.692307692307693,80,68.4,6.33
45,350,7,8,6554.816603795288,13.822222222222226,201,73.27,8.69
5,104,3,7,2203.860570608426,49.0,48,48.34,8.2
23,187,5,4,2859.935150015097,16.52173913043478,112,68.6,8.99
17,161,14,4,2740.1080426582216,18.764705882352946,124,59.47,8.3
26,205,6,16,3364.3413713909295,17.615384615384613,143,67.59,7.25
19,219,14,16,3945.0056149990824,24.52631578947368,124,53.92,6.87
25,251,15,8,4451.471607494753,18.72,157,66.07,8.3
16,104,5,8,1794.312511563933,13.875,75,80.41,7.6
25,259,7,4,4899.080479676904,20.32,145,63.93,8.59
14,152,5,5,2594.4621371619205,21.571428571428577,81,49.28,9.06
29,242,20,13,3559.598044160276,15.89655172413793,152,68.1,8.18
7,119,6,6,1837.066037819241,30.285714285714285,86,50.4,11.27
16,163,6,2,2834.4712467614895,20.0625,121,61.5,7.84
21,238,10,11,3729.2398385240995,22.142857142857146,185,52.43,9.29
13,156,8,11,2933.4871730866394,23.69230769230769,83,79.33,4.77
16,190,7,12,3610.4169215244865,27.5,131,52.4,6.92
11,174,9,12,3259.391266035319,37.45454545454545,99,59.34,6.58
27,181,6,6,3420.361732101759,13.370370370370368,125,72.87,8.11
6,61,17,2,838.7526931702633,18.83333333333333,52,-0.64,7.38
23,231,4,5,4520.38081707169,20.65217391304348,158,68.84,6.91
16,135,16,7,2133.513587418754,16.375,99,66.78,8.7
25,181,16,7,3041.863248340074,15.56,88,87.05,5.45
1,25,1,0,560.2228341489958,52.0,17,55.58,10.58
2,31,10,3,331.1888796317203,28.0,25,44.58,5.98
41,308,26,10,4703.313694385317,12.53658536585366,166,-452.61,12.91
10,139,19,3,2299.687153244922,27.9,101,42.08,10.75
12,143,2,3,2655.429572805054,22.91666666666667,93,-197.17,10.76
14,172,6,5,3217.3101332405377,24.857142857142854,96,41.16,10.28
26,241,7,9,4131.127755186898,20.46153846153846,136,70.57,7.67
39,335,9,21,6181.891181569597,17.58974358974359,169,76.76,6.85
21,204,15,5,3565.6066974348705,19.142857142857142,132,54.86,8.94
12,161,9,4,2569.4335180685825,27.41666666666667,104,46.98,8.95
21,234,11,11,3576.4267656535253,21.52380952380953,153,49.79,9.7
23,232,16,15,3896.3086936713607,19.565217391304348,152,64.34,8.71
13,186,7,5,3608.0737245468963,30.0,103,54.02,6.69
16,177,4,18,3296.0717336456264,25.875,76,51.65,7.96
24,239,5,16,3902.6627147535055,19.0,139,47.32,11.96
21,187,9,7,3349.0873860659817,17.714285714285715,120,13.89,7.86
1,17,1,7,267.85778684679644,39.0,13,65.73,4.71
34,249,18,8,4359.630242427054,13.441176470588234,160,71.44,7.94
39,359,6,8,6337.269752766218,17.307692307692307,234,-600.12,11.17
22,137,7,7,2792.3040026966482,10.909090909090908,69,66.23,7.36
19,250,18,13,4280.280694069306,26.157894736842106,186,55.2,8.77
34,240,13,8,4038.1971242122586,12.852941176470587,144,81.93,5.85
23,176,7,6,3113.9047983406435,15.304347826086955,122,78.99,5.33
10,91,3,7,1623.1448201738058,20.9,66,-123.75,8.27
16,173,13,11,3115.199279547434,21.1875,113,62.72,9.12
24,244,6,2,4227.176318564558,19.625,180,-155.55,10.53
11,186,12,8,3529.9976063195672,31.363636363636363,116,38.8,7.33
26,196,6,8,3621.229748197323,15.269230769230768,125,37.5,9.34
30,243,13,4,4519.138586220303,16.9,147,84.2,4.99
35,291,26,2,4693.418788753456,15.542857142857144,183,67.69,8.53
35,336,19,14,5760.722333488696,18.942857142857143,194,65.66,8.3
19,178,10,4,3258.2665639829834,18.526315789473685,113,71.38,8.36
32,285,8,7,5098.974657628167,16.65625,177,69.11,8.47
30,259,16,8,4891.7360062109365,16.533333333333335,144,76.25,7.14
23,175,9,13,3109.506140578569,14.478260869565215,130,62.27,7.48
11,154,6,6,2896.3842083226386,32.54545454545455,94,37.78,7.5
35,324,22,5,5639.609016344899,18.285714285714285,206,68.2,8.01
18,165,4,6,3227.0762674674966,18.5,124,67.89,7.54
46,400,1,9,7487.749104589089,16.23913043478261,221,61.46,8.76
10,103,2,2,1832.3611467050223,20.0,77,46.61,10.68
17,124,7,6,1950.5796581686225,14.529411764705882,80,67.69,8.12
26,296,21,14,4887.666202996427,22.884615384615387,188,58.76,8.31
16,204,10,11,3546.134176624908,25.3125,120,56.05,6.75
25,217,16,9,3719.459430730995,16.24,126,76.56,6.79
20,226,4,11,3674.3329496785054,23.05,129,4.29,7.63
21,182,10,12,3222.967178912442,15.523809523809526,109,67.89,8.82
16,126,9,2,1906.2014623620096,15.3125,85,50.77,6.5
24,245,3,9,4669.433555647239,20.45833333333333,155,55.17,9.35
16,163,10,4,2954.1705763921464,20.875,112,69.35,6.91
30,305,10,16,5819.767684942384,19.03333333333333,125,66.17,8.18
30,190,6,11,3248.118681602195,12.066666666666665,108,63.49,9.63
23,187,9,5,3162.7294574749308,16.47826086956522,101,60.75,9.23
28,326,10,19,5817.964259824303,25.535714285714285,191,65.49,7.61
31,279,22,4,3963.426199312422,16.903225806451616,187,59.84,10.44
28,242,14,13,4337.487359767933,16.928571428571427,140,59.23,8.82
25,215,16,11,3889.6650894083996,17.28,155,74.02,7.61
20,128,6,1,2245.861678264098,13.2,78,73.88,9.39
15,117,5,7,2163.3775755247284,17.266666666666666,67,46.71,7.79
23,198,21,15,3094.4069744711664,17.91304347826087,123,66.67,6.09
24,200,10,15,3578.10266892551,17.25,118,84.61,6.04
19,174,10,9,3224.994789786249,18.0,112,62.51,7.38
25,226,13,13,4235.588164029022,17.92,126,74.73,6.91
21,202,7,6,3752.9617425875017,19.52380952380953,135,-47.32,8.73
17,147,5,3,2683.4940698504274,18.647058823529417,108,74.22,7.49
34,268,5,14,4758.266735586109,16.176470588235293,177,68.6,7.89
34,265,5,8,4691.886552804853,17.88235294117647,160,-517.23,7.34
24,248,13,13,4283.501672940121,20.291666666666668,160,-407.27,11.11
21,219,7,19,4385.756715029975,22.57142857142857,134,67.12,7.09
26,258,4,13,4718.403983202972,20.346153846153847,137,71.48,7.2
11,109,5,0,2038.7103030955807,20.09090909090909,69,45.36,8.61
24,289,12,4,4904.883249189817,23.16666666666667,148,63.97,8.43
28,264,11,12,4401.846197885428,18.857142857142858,121,64.75,9.7
21,256,9,14,4483.512948132954,23.380952380952376,169,44.27,10.8
19,219,9,5,3872.2675993296702,23.47368421052632,141,56.83,8.6
15,203,4,15,3688.558842932981,28.73333333333333,106,52.57,8.72
22,208,2,15,3683.814503569221,20.59090909090909,119,55.81,8.66
27,261,21,9,4573.329168333461,17.814814814814813,171,55.58,9.64
23,136,4,7,2612.7123882610103,10.478260869565217,75,58.89,11.64
17,147,9,2,2660.317020531058,17.823529411764707,97,67.18,8.65
15,155,4,5,3073.8964023807443,23.0,100,56.93,7.96
28,254,14,12,4613.21428736387,18.071428571428573,183,49.55,9.05
28,224,6,9,3963.241166801044,15.75,115,49.04,7.02
23,174,3,5,3128.507950687949,16.434782608695652,110,67.99,8.24
13,199,7,10,3191.127234826586,28.69230769230769,112,24.92,11.85
25,224,14,4,3747.4782071343448,18.64,137,70.97,5.93
21,280,10,8,5383.923411315301,27.190476190476193,179,60.82,7.5
24,280,16,15,4920.794502698185,24.0,179,52.06,9.7
32,325,23,14,5556.725904547858,21.34375,186,61.8,8.07
28,275,39,10,4418.189887842712,21.857142857142854,197,69.86,6.39
19,178,16,8,2750.2513606276725,18.157894736842106,106,32.13,7.85
10,128,6,2,2631.659056062614,24.2,82,57.84,8.77
28,241,4,1,4320.651586390967,14.178571428571427,159,63.49,11.6
20,155,12,9,2753.5318416447635,14.25,101,78.79,5.28
24,279,3,10,5076.277104539045,23.29166666666667,161,68.64,8.25
17,119,10,8,2158.371554761005,13.294117647058822,83,69.41,9.46
19,172,7,7,2846.6429491002605,18.42105263157895,128,53.14,9.46
15,146,6,4,2812.388612979309,18.733333333333334,82,63.12,9.0
16,170,10,13,3183.642227106848,21.3125,118,57.23,7.85
19,173,5,11,3212.8893262954793,18.789473684210527,112,62.61,7.61
20,190,11,21,3274.665537524044,21.25,94,69.96,5.81
33,354,11,13,6479.3704414790245,19.727272727272727,243,-590.65,12.45
22,216,13,6,3586.5509031229817,17.90909090909091,134,-326.41,11.52
9,125,9,4,2149.0715999729377,26.66666666666667,88,20.76,10.28
27,342,17,14,5669.8259628317455,24.962962962962962,226,59.26,8.83
4,41,1,6,692.2860868062112,23.75,32,81.16,4.36
19,141,17,6,2251.8252942404824,15.578947368421053,89,79.8,5.86
30,218,9,5,4113.030075471526,14.4,128,72.16,8.29
6,54,1,0,1033.5573418970116,15.666666666666664,47,90.09,4.98
17,171,10,8,2648.2839890761966,19.11764705882353,119,54.66,10.16
23,246,17,7,4221.258390001883,20.695652173913047,153,63.63,9.0
13,143,14,9,2524.8374814426934,22.76923076923077,103,67.52,7.96
24,128,16,5,2139.1246366851033,9.041666666666666,76,75.5,6.95
12,109,6,7,2056.8425221922894,20.83333333333333,79,65.39,7.79
18,139,9,2,2130.50660744482,13.833333333333336,98,-4.02,11.05
7,78,7,7,1189.5461628369937,22.142857142857146,52,49.89,11.91
20,217,4,9,3532.5605810727016,19.5,127,63.63,9.29
6,63,12,4,1031.5447678998016,21.0,49,41.37,6.23
34,272,10,12,4920.1312317498905,16.5,155,68.3,8.59
21,242,6,5,4028.444054785853,23.285714285714285,159,-168.24,9.95
27,224,5,7,4295.233026897498,17.51851851851852,118,67.49,6.04
29,245,8,6,4411.9498614531385,16.96551724137931,149,68.5,7.66
23,227,14,5,3619.7772795729043,18.347826086956523,143,56.29,9.41
86,466,18,19,7607.412151648206,9.476744186046512,230,86.6,4.56
30,242,22,17,3428.965805343212,14.533333333333333,173,66.27,7.08
23,144,12,1,2191.483357822924,11.26086956521739,114,-168.41,10.59
34,310,2,15,5614.46472630099,18.235294117647054,175,77.16,6.44
30,302,19,9,5170.299386621374,18.83333333333333,194,66.67,8.53
7,161,15,13,3077.930692467163,53.42857142857143,106,2.16,6.52
8,67,4,3,1192.073252285216,18.5,54,73.0,6.51
36,440,16,15,7445.544625581383,23.055555555555557,251,53.75,11.15
28,244,7,19,4279.809070066591,18.321428571428573,154,63.93,7.2
22,201,4,12,3549.578534266742,18.63636363636364,137,55.68,11.15
13,85,4,7,1339.2560229201408,13.615384615384615,50,79.5,6.55
28,332,16,8,5560.702728072596,22.035714285714285,209,53.44,9.93
21,157,5,3,2703.9952116081304,15.190476190476188,90,70.02,7.36
14,199,10,14,3412.63508262894,27.5,103,69.25,8.07
27,255,6,14,4549.875664200862,17.296296296296298,149,-384.94,10.88
29,288,3,14,5042.663480340746,20.620689655172416,137,-516.55,10.88
28,190,12,9,3287.212596433528,14.107142857142858,103,81.02,7.36
14,122,5,9,2074.730742881108,19.357142857142858,75,54.97,9.12
26,231,11,11,3962.072608481623,17.0,146,58.62,9.57
18,189,21,12,3112.2975178072843,22.277777777777782,125,68.74,7.38
15,128,1,9,2572.564557857843,18.933333333333334,82,70.77,7.38
13,126,5,13,2088.6455344062338,17.153846153846153,78,68.2,9.28
7,107,4,4,2009.1538892479919,35.285714285714285,71,55.75,7.91
18,132,1,4,2191.030205054642,15.0,78,78.89,5.51
14,177,10,6,2756.576910189897,26.57142857142857,114,54.09,8.43
7,126,12,16,2215.7932639384926,31.857142857142854,82,59.5,7.96
9,130,1,3,2446.5554874433865,29.222222222222218,89,59.57,9.23
15,131,2,6,2189.7354408018596,19.266666666666666,96,64.14,7.32
32,232,5,9,4171.209617854694,14.6875,128,79.5,7.77
13,110,1,5,2098.4128402299316,15.923076923076925,77,61.16,8.59
17,226,13,7,4035.139125992727,27.411764705882355,135,64.17,7.79
16,136,16,5,2025.424613940842,15.4375,113,49.65,10.39
32,285,12,6,4570.817717688278,16.4375,193,60.95,10.39
9,90,7,5,1414.141986178592,19.222222222222218,61,67.62,8.72
24,179,21,3,3110.5034929681888,14.75,105,88.87,4.52
41,294,6,15,4612.617251582346,13.951219512195122,186,63.49,9.51
26,184,15,7,3013.596101069555,14.423076923076925,128,-99.9,8.79
9,96,10,12,1653.8303878912566,24.0,63,65.49,7.27
15,129,8,8,2316.6714286532847,18.933333333333334,92,64.75,8.54
26,253,8,6,4428.332643702241,18.46153846153846,168,67.28,8.59
23,161,6,7,2953.20913850083,14.08695652173913,99,87.35,4.52
23,283,4,8,5071.535087569001,24.347826086956523,172,50.2,8.83
22,234,8,11,4208.82289833495,21.772727272727273,177,60.18,8.42
17,169,11,10,3120.5961460538347,19.41176470588235,108,69.45,7.9
29,326,18,14,5797.169054956088,24.20689655172414,172,68.54,7.84
16,152,8,6,2432.371197777942,17.8125,107,61.06,9.75
47,409,22,6,6694.908171899053,16.04255319148936,263,66.98,8.59
30,284,15,24,4489.325674072328,18.733333333333334,184,48.84,10.51
18,192,13,22,3132.697945286582,21.33333333333333,116,67.12,6.74
21,145,2,7,2672.419886168175,14.571428571428573,89,78.59,6.61
19,215,3,11,4135.589933780609,23.0,124,61.19,9.17
11,121,2,6,2043.0823277169873,24.09090909090909,77,69.25,8.65
22,193,9,17,3386.828200931336,18.272727272727273,114,74.22,6.22
42,326,12,11,5590.155146040837,14.523809523809526,157,72.16,9.34
19,199,17,6,3340.4344916177824,19.210526315789476,150,70.67,7.38
34,295,8,10,5171.849225800024,16.676470588235293,198,-490.5,10.13
23,226,9,5,4039.126903424295,19.0,145,56.69,8.25
6,144,17,9,2613.658582275984,47.66666666666666,99,-5.3,9.13
19,183,7,11,3308.64915564295,20.0,93,80.04,6.1
12,108,10,6,1882.7594561097553,21.0,77,71.58,6.8
27,222,5,5,4012.0360678623683,15.666666666666664,129,-5.13,9.66
7,50,3,2,947.4343275360739,15.857142857142858,37,59.3,6.8
21,193,17,9,3049.461121850278,16.571428571428573,115,64.85,8.94
13,123,7,4,2044.4828667849126,18.384615384615387,99,64.14,9.58
22,245,18,13,3748.9974288654525,20.363636363636363,163,54.76,10.51
30,285,4,16,4852.271428116157,17.633333333333333,136,-186.51,10.13
21,219,14,10,3581.8102885246967,19.142857142857142,138,46.14,9.99
23,226,9,10,4134.571602082176,21.130434782608692,117,70.91,5.06
23,192,11,12,3038.6171156586747,15.608695652173912,127,58.72,9.69
27,253,5,19,4666.963484009191,19.185185185185187,155,57.3,9.64
7,69,8,4,970.1268711508674,18.857142857142858,47,78.18,6.27
26,236,11,6,3999.8475811898998,15.884615384615385,142,60.55,10.1
30,275,8,14,4508.280287398447,19.233333333333334,188,56.79,9.7
25,261,16,8,4157.131935115599,19.44,164,61.09,7.78
14,109,4,4,2006.9598107086986,15.357142857142858,63,67.28,8.94
43,178,3,3,2852.6226328066386,8.744186046511627,124,77.23,5.43
4,81,11,4,1447.112901189791,38.0,65,59.3,8.77
25,213,14,9,3709.943063631443,17.44,120,47.12,6.22
29,368,27,2,5699.680168481337,21.689655172413797,305,-571.37,14.13
33,266,9,10,4381.91814789069,15.030303030303033,179,-157.24,9.55
3,46,4,3,806.641488009755,44.66666666666666,28,41.88,6.17
9,89,2,2,1573.1963056035786,20.666666666666668,62,66.17,7.72
16,179,3,3,2742.6304621461904,19.4375,108,64.24,9.35
24,178,9,5,2841.3004610628323,14.875,144,61.87,8.87
37,245,5,9,4419.64358424094,12.351351351351349,130,73.88,8.63
10,105,2,10,2108.425352695973,25.1,62,54.43,6.69
11,70,8,4,1043.1880507607318,14.727272727272727,54,76.66,6.96
82,559,11,27,9062.818705581616,12.682926829268293,276,-958.42,10.13
22,171,1,4,2946.8985173795872,16.863636363636363,79,77.06,5.46
42,400,13,20,6695.655923767553,19.52380952380953,205,63.83,8.59
21,208,13,14,3522.8602626862207,21.047619047619047,125,53.95,7.14
11,132,6,12,2266.308979157221,27.63636363636364,76,71.41,5.41
32,341,12,3,5393.315074412041,22.0625,196,61.29,7.14
12,184,5,11,3449.7794319973145,27.83333333333333,104,63.56,7.67
19,134,3,13,2432.3599707696612,15.68421052631579,79,71.24,7.31
27,314,12,13,5681.803874810299,27.037037037037038,145,56.66,6.05
35,326,8,11,5558.405338049978,17.65714285714286,221,66.88,9.23
20,161,3,11,2979.134309412632,16.2,92,-83.49,10.41
20,212,8,9,3683.064252624762,19.25,125,55.68,9.23
14,161,5,7,2961.0529999326486,23.42857142857143,126,53.24,10.04
30,247,6,10,4030.4609185319937,17.2,170,76.15,7.02
9,83,10,4,1589.575344461174,17.22222222222222,60,70.77,5.11
32,294,11,23,5154.605957535802,18.0625,197,67.28,8.47
16,138,14,5,2051.1944843640836,14.8125,120,63.19,9.05
18,114,6,6,1906.445971439114,13.055555555555555,80,78.99,6.38
14,150,2,9,2893.0600162307596,19.642857142857142,104,63.02,8.88
5,48,5,0,829.5610126114019,23.0,43,76.39,5.58
10,109,7,7,2023.9183627990324,23.1,69,64.48,8.83
15,149,3,20,2920.0326485820865,20.866666666666667,106,70.47,5.98
24,195,8,14,3517.864570388342,16.208333333333332,100,75.03,6.38
7,68,6,2,1039.9110992378835,19.571428571428573,45,73.71,8.65
39,285,3,13,4774.380581398383,15.076923076923075,189,70.94,8.23
11,131,20,4,2170.129733738034,27.181818181818183,93,54.12,7.79
3,114,6,10,2318.7175974352276,93.66666666666669,81,12.24,7.05
27,209,9,11,3699.6663429664673,15.777777777777779,144,60.14,9.46
7,78,5,2,1539.3967121285934,25.142857142857146,51,72.39,7.49
31,232,5,15,4223.554989248861,15.516129032258064,137,69.72,8.41
8,112,9,9,1878.6417870055445,29.375,69,21.07,9.59
25,189,13,4,3267.045140708107,16.0,129,78.48,6.84
20,200,15,6,3360.5588350589956,19.65,127,40.99,7.89
36,348,8,8,5625.924313358696,17.805555555555557,208,65.46,9.58
21,153,12,6,2571.4831454321197,14.761904761904766,101,60.55,7.6
22,242,9,5,4357.402528270781,22.318181818181817,130,41.13,8.48
4,112,15,9,1805.2184439313623,57.25,65,-131.53,9.31
43,464,15,37,8610.269703958684,22.41860465116279,253,71.18,8.13
12,107,2,6,1859.6148564885293,18.916666666666668,72,63.73,7.38
17,216,8,18,4201.032139974784,27.823529411764714,105,56.86,5.58
26,218,8,3,3766.6143802104607,16.5,143,68.1,8.3
6,105,15,7,1514.3396044406209,33.166666666666664,67,-144.39,6.06
26,193,18,5,3409.735501031494,14.692307692307693,147,71.04,7.42
28,212,6,8,4056.702808328623,15.107142857142858,126,-123.24,7.98
34,314,19,10,4953.478228324885,18.08823529411765,205,50.26,10.56
30,194,2,16,3512.7055395282523,11.766666666666667,118,65.83,8.63
20,196,7,9,3620.503106632816,21.15,67,74.73,8.36
3,94,8,19,1889.3798755166267,70.0,66,-115.29,6.3
27,283,10,12,5357.207697554104,21.37037037037037,164,71.78,8.19
8,190,12,13,3224.9736659668233,49.25,128,32.27,9.59
24,253,12,12,3968.9661309622816,19.291666666666668,139,-394.42,12.33
9,168,10,9,2850.1203316033725,38.111111111111114,114,39.3,8.2
16,113,1,6,2096.3086586443983,12.6875,79,72.66,6.49
23,218,7,7,3968.6998095558106,16.782608695652176,130,65.86,9.23
21,185,4,8,3363.6028593485157,18.61904761904762,99,63.73,6.45
20,266,12,6,4545.440879167343,25.9,155,55.51,8.66
13,121,5,5,2286.220136047279,18.53846153846154,69,15.96,7.45
17,156,6,13,2831.8930988688003,18.58823529411765,108,84.3,6.56
23,213,8,9,3494.398396989146,17.304347826086953,138,65.96,8.59
21,160,5,5,2738.397175141661,12.952380952380953,92,48.6,9.16
19,207,18,4,3437.119372818459,21.105263157894736,141,-46.31,9.71
16,157,10,9,2833.0690247661005,20.9375,90,68.54,7.96
15,190,15,12,3113.1306042555652,24.33333333333333,130,51.62,8.59
26,178,8,7,3015.0550364968867,13.192307692307693,118,75.64,7.49
23,243,14,9,4121.51600897387,21.695652173913047,174,52.23,9.58
12,125,10,1,2241.2093630840272,18.58333333333333,97,60.69,8.77
30,254,12,6,4489.469163121098,15.633333333333333,177,68.91,7.66
3,28,1,2,391.990036799286,18.33333333333333,28,69.82,8.65
21,168,6,3,3382.2121735248043,15.238095238095234,106,68.81,8.36
19,193,16,10,2933.087194844199,20.263157894736842,116,56.22,8.08
24,199,2,7,3425.5165157297174,16.208333333333332,104,61.16,8.76
19,143,9,12,2579.3721535859927,16.210526315789473,91,68.2,7.89
16,176,10,14,3390.8812519824787,24.125,125,64.17,7.96
34,294,6,11,5078.9761705100755,17.0,180,51.38,8.88
17,124,5,3,1941.5180864929498,12.823529411764708,90,61.56,9.68
10,95,1,5,1559.336871930091,18.6,62,73.41,6.97
25,327,12,8,6072.102892154359,26.8,180,46.48,9.13
23,208,12,5,3925.84309779491,19.26086956521739,128,72.6,7.14
23,184,16,20,3056.636305086386,14.130434782608695,105,81.12,5.62
14,224,11,15,4344.19626790055,33.92857142857143,126,-169.6,7.23
36,219,7,7,4268.14426426265,12.583333333333336,117,82.65,4.69
27,174,11,30,2954.6571422944107,13.555555555555555,94,80.72,4.17
16,142,8,4,2590.486633589153,18.6875,94,71.99,7.61
25,370,10,13,6556.743549682248,30.88,212,-690.12,10.3
24,255,12,11,4368.356884644497,21.125,136,63.02,8.36
24,150,11,15,2430.7971274081783,12.708333333333336,78,80.51,5.97
38,313,2,5,6042.249927751199,16.605263157894736,161,69.52,8.41
21,177,8,9,3119.962507306934,18.095238095238095,109,74.42,7.6
24,279,9,10,4716.514662960108,21.25,147,62.61,9.12
36,276,10,22,4707.504190018001,15.222222222222221,151,70.84,6.84
23,179,10,5,3040.748608202932,14.478260869565215,117,49.25,10.21
28,327,12,10,6314.12172546218,21.785714285714285,210,63.12,7.03
4,31,4,3,536.0756096028151,17.25,25,88.77,6.61
12,85,4,12,1441.443460104563,15.333333333333336,54,89.79,5.27
14,113,3,10,1883.0365856150875,15.5,72,81.12,7.65
21,204,8,5,3766.753222070363,21.38095238095238,133,-124.42,7.86
15,245,9,15,4411.079948281045,32.93333333333333,131,51.48,8.2
10,89,4,12,1551.9988274756693,18.7,67,44.78,9.46
17,138,5,1,2572.2920216221405,16.764705882352942,92,80.11,5.86
26,155,3,5,3089.546245021757,11.884615384615385,90,82.65,7.07
9,89,9,4,1413.3215324707926,18.444444444444443,74,60.28,8.36
28,213,10,9,3233.9180293304976,14.357142857142858,120,62.98,8.93
7,69,2,4,1064.4913092927052,20.571428571428573,53,64.04,8.83
8,68,7,5,1010.3322804002016,15.5,37,46.3,10.45
25,217,13,14,3350.948590066623,18.48,103,66.98,9.05
13,105,9,12,1824.3729636806202,18.923076923076927,61,78.72,5.81
17,149,6,5,2730.5205253380977,20.0,96,62.51,7.9
8,117,10,7,2024.314756145972,27.375,73,52.6,8.26
21,257,11,34,4716.458385031809,29.57142857142857,142,56.05,6.23
14,162,2,5,2958.6016483989074,22.642857142857146,92,48.77,10.57
16,120,6,3,2071.7931737895583,14.875,66,73.92,5.98
23,163,2,10,3040.331283551336,15.26086956521739,90,74.02,8.13
34,301,4,3,5348.684883967128,17.676470588235293,178,65.86,8.41
29,207,8,23,3382.452600731735,14.965517241379311,83,86.13,6.21
12,108,23,6,1426.357175645989,16.666666666666668,84,76.56,7.89
42,260,10,26,4277.483311283725,11.833333333333336,154,74.79,7.18
15,107,1,3,2093.5688533001003,15.466666666666667,63,64.85,5.98
17,144,5,7,2689.515373283399,14.823529411764708,90,69.31,7.49
12,74,0,1,1070.999956480572,12.166666666666664,50,70.23,7.02
6,165,15,4,2712.8624213204935,59.83333333333334,108,-83.82,7.8
36,304,14,12,5041.226166211349,15.722222222222221,200,-110.89,8.96
16,171,13,7,2812.621084625725,20.9375,113,66.0,7.44
14,96,14,10,1388.0530873838875,12.928571428571427,76,62.31,7.61
11,126,6,9,2099.6098090632822,21.818181818181817,101,62.24,6.8
7,114,4,7,1821.169059470782,32.142857142857146,51,35.68,10.98
22,173,11,9,2527.7704429084647,15.318181818181818,108,68.3,7.89
5,18,2,0,311.0225476578806,7.6,17,67.76,7.32
34,267,10,12,4310.940090589722,16.88235294117647,139,69.92,7.83
21,216,6,12,4042.490344309133,23.619047619047624,116,67.93,6.45
10,106,4,4,1875.6502486118832,23.8,75,67.01,7.9
11,85,2,5,1499.6091145739351,14.909090909090908,71,59.33,8.47
18,168,7,9,3148.818926412262,17.27777777777778,109,62.21,9.29
21,170,3,7,2798.6633473681354,14.523809523809526,80,20.01,10.81
28,258,8,3,5244.808206323324,18.857142857142858,158,-8.92,8.9
38,345,19,8,6010.985249846514,16.210526315789473,239,-133.56,11.05
26,211,4,14,3597.5872432218835,15.0,104,70.43,9.1
1,32,3,4,571.3281189844091,81.0,26,31.56,5.48
22,167,6,10,3137.390776320357,14.363636363636365,129,72.56,8.06
32,357,5,15,5554.202858506346,20.5,206,47.83,11.55
10,61,11,2,859.7730759007122,11.7,49,98.96,3.65
6,96,2,5,1829.528292300221,32.166666666666664,50,51.65,9.3
19,205,12,12,3651.053138236034,22.63157894736842,134,69.86,8.25
26,211,20,6,3361.655177605328,15.192307692307693,109,71.34,8.41
4,97,1,6,1687.9547802214897,54.0,67,35.11,9.24
42,254,9,3,4354.570983230805,11.071428571428573,146,74.59,7.42
9,69,7,12,1052.393387988863,13.666666666666664,48,67.79,7.25
17,185,9,16,3564.6636574897534,24.294117647058826,95,-324.72,7.57
9,97,5,14,1810.6316260579738,22.444444444444446,79,64.72,7.09
28,267,8,10,5002.156682039226,19.071428571428573,132,73.61,7.49
23,189,12,7,3138.7973035562723,16.347826086956523,143,67.79,6.96
24,240,8,4,4141.445789560527,19.541666666666668,144,-146.08,8.56
10,121,6,12,2321.878894815174,25.7,83,64.27,6.22
3,119,24,1,2087.4593239405876,63.33333333333334,62,0.94,6.29
32,270,18,22,5143.886186680561,19.0625,140,83.09,4.53
40,270,8,10,4707.072332371885,13.1,132,72.46,7.65
17,151,4,4,2654.2838430747006,16.823529411764707,87,55.78,10.04
10,139,3,9,2448.885434328292,30.9,97,49.42,8.25
2,26,1,1,532.7653767500124,27.5,18,86.88,1.87
19,220,9,4,4045.8527372438866,23.47368421052632,141,62.11,8.54
27,202,4,6,3497.062332975782,12.74074074074074,132,56.96,10.32
15,207,25,11,3526.158352182753,30.8,118,58.59,6.98
29,234,9,16,4440.584796176532,16.620689655172413,139,68.7,5.86
27,335,12,7,5528.378557927367,22.81481481481481,192,38.42,9.42
22,207,4,15,3838.0546219647654,19.681818181818183,135,65.25,8.36
28,229,23,9,3823.7705777323768,16.107142857142858,122,68.3,7.83
3,21,1,2,395.80001623333635,15.333333333333336,18,41.71,9.94
8,89,9,5,1558.431539435798,20.25,69,15.15,9.54
25,200,10,9,3397.4454854270475,16.92,120,68.1,8.07
18,191,10,5,3305.5622366195935,19.777777777777782,142,27.59,11.15
24,195,21,14,3135.22660121955,22.20833333333333,110,78.62,5.64
16,101,11,5,1503.668622463698,12.3125,68,76.96,7.54
31,293,11,12,4883.01457810346,18.322580645161292,168,66.37,7.83
17,174,11,12,3307.862584354074,20.94117647058824,113,71.89,7.2
17,182,6,12,3241.675408604132,20.529411764705888,121,61.9,8.65
27,178,9,7,3224.5720782013154,14.0,121,81.53,6.26
53,436,19,11,7422.689998344476,15.754716981132074,228,64.75,7.9
32,251,7,8,4666.990010733252,17.3125,111,64.78,7.38
17,172,7,10,3306.918258835263,22.235294117647058,116,57.03,7.85
14,127,7,6,2124.7710053448286,18.857142857142858,95,67.12,6.4
16,140,5,4,2365.3740577203125,16.1875,110,59.84,9.92
20,191,9,16,3556.1795328382036,19.05,117,69.35,7.84
33,322,8,13,5803.086001074592,20.303030303030305,166,71.58,8.13
